datetime,radiation,windspeed_100m,total_substation,total_solar_part,total_wind_part,lat,lon,solar_on,wind_on,Hour,Minute,var0,var1,var2,sem0,sem1,sem2,min0,min1,max0,max1
2021-07-31 00:15:00+00:00,5.47e-11,13.87521672,-14.88,0.01,0,52.3055506,4.6926655,1,0,0,15,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 00:30:00+00:00,5.47e-11,13.969275,-14.85,0.01,0,52.3055506,4.6926655,1,0,0,30,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 00:45:00+00:00,1.37e-11,14.06333327,-14.83,0.01,0,52.3055506,4.6926655,1,0,0,45,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 01:00:00+00:00,-2.74e-11,14.15739155,-14.8,0.01,0,52.3055506,4.6926655,1,0,1,0,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 01:15:00+00:00,-6.84e-11,14.37521815,-14.88,0.01,0,52.3055506,4.6926655,1,0,1,15,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 01:30:00+00:00,-1.09e-10,14.59304476,-14.86,0.01,0,52.3055506,4.6926655,1,0,1,30,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 01:45:00+00:00,-8.21e-11,14.81087136,-14.85,0.01,0,52.3055506,4.6926655,1,0,1,45,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 02:00:00+00:00,-5.47e-11,15.02869797,-14.85,0.01,0,52.3055506,4.6926655,1,0,2,0,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 02:15:00+00:00,-2.74e-11,14.79847646,-14.87,0.01,0,52.3055506,4.6926655,1,0,2,15,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 02:30:00+00:00,0.0,14.56825495,-14.85,0.01,0,52.3055506,4.6926655,1,0,2,30,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 02:45:00+00:00,11035.18457,14.33803344,-14.85,0.01,0,52.3055506,4.6926655,1,0,2,45,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 03:00:00+00:00,22070.36914,14.10781193,-14.81,0.01,0,52.3055506,4.6926655,1,0,3,0,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 03:15:00+00:00,33105.55371,13.65898585,-14.84,0.01,0,52.3055506,4.6926655,1,0,3,15,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 03:30:00+00:00,44140.73828,13.21015978,-14.81,0.01,0,52.3055506,4.6926655,1,0,3,30,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 03:45:00+00:00,92111.87793,12.7613337,-14.78,0.01,0,52.3055506,4.6926655,1,0,3,45,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 04:00:00+00:00,140083.0176,12.31250763,-14.82,0.01,0,52.3055506,4.6926655,1,0,4,0,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 04:15:00+00:00,188054.1572,12.31873322,-14.87,0.01,0,52.3055506,4.6926655,1,0,4,15,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 04:30:00+00:00,236025.2969,12.3249588,-14.79,0.01,0,52.3055506,4.6926655,1,0,4,30,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 04:45:00+00:00,361642.2539,12.33118439,-14.82,0.01,0,52.3055506,4.6926655,1,0,4,45,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 05:00:00+00:00,487259.2109,12.33740997,-14.82,0.01,0,52.3055506,4.6926655,1,0,5,0,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
2021-07-31 05:15:00+00:00,612876.168,11.86010003,-14.87,0.01,0,52.3055506,4.6926655,1,0,5,15,435311226398.04266,13.105898213108134,39.59028843633096,7020.538147995461,0.038521559893977854,0.06695219237557624,-27.43,0.0,0.01,0.0
