tAhead,hForecasted,forecaopenstfitInsol,persistence
2.5,2,0.0,0.8999999999999452
2.5,3,0.0,0.8999999999999452
2.5,4,0.0,0.8999999999999452
2.5,5,0.0,0.8999999999999452
2.5,6,0.0,0.8999999999999452
2.5,7,0.19539510346367303,0.8989448532879186
2.5,8,0.6053028538293015,0.4919206222016109
2.5,9,0.8219460924454952,0.09347749637523761
2.5,10,0.8818216992583986,0.21817830074160144
2.5,11,0.9262978861674793,0.17370211633385638
2.5,12,0.8853112015893002,0.21468879847299857
2.5,13,0.7879120755539508,0.31208792479222036
2.5,14,0.6873558488862276,0.3765347987960978
2.5,15,0.6088787608002194,0.29112123919778193
2.5,16,6.235312266511528e-11,0.8999999999965311
2.5,17,6.235312266511528e-11,0.8999999999965311
2.5,18,6.235312266511528e-11,0.8999999999965311
2.5,19,6.235312266511528e-11,0.8999999999965311
2.5,20,6.235312266511528e-11,0.8999999999965311
2.5,21,6.235312266511528e-11,0.8999999999965311
2.5,22,6.235312266511528e-11,0.8999999999965311
2.5,23,6.235312266511528e-11,0.8999999999965311
2.75,0,6.235312266511528e-11,0.8999999999965311
2.75,1,6.235312266511528e-11,0.8999999999965311
2.75,2,6.235312266511528e-11,0.8999999999965311
2.75,3,6.235312266511528e-11,0.8999999999965311
2.75,4,6.235312266511528e-11,0.8999999999965311
2.75,5,6.235312266511528e-11,0.8999999999965311
2.75,6,6.235312266511528e-11,0.8999999999965311
2.75,7,0.19539510375830535,0.8989448530119962
2.75,8,0.6053028535555011,0.4919206234181161
2.75,9,0.900000000002272,0.0
2.75,10,0.8928882455105833,0.20711175448943406
2.75,11,0.9554411113989197,0.14455888453697333
2.75,12,0.8945429156292508,0.2054570840471626
2.75,13,0.8288523433351851,0.27114765635389565
2.75,14,0.6873029897710984,0.37154067441423555
2.75,15,0.6777323094232326,0.22226769057682966
2.75,16,0.0,0.9000000000013317
2.75,17,0.0,0.9000000000013317
2.75,18,0.0,0.9000000000013317
2.75,19,0.0,0.9000000000013317
2.75,20,0.0,0.9000000000013317
2.75,21,0.0,0.9000000000013317
2.75,22,0.0,0.9000000000013317
2.75,23,0.0,0.9000000000013317
3.0,0,0.0,0.9000000000013317
3.0,1,0.0,0.9000000000013317
3.0,2,0.0,0.9000000000013317
3.0,3,0.0,0.9000000000013317
3.0,4,0.0,0.9000000000013317
3.0,5,0.0,0.9000000000013317
3.0,6,0.0,0.9000000000013317
3.0,7,0.1953951034613478,0.8989448532888189
3.0,8,0.6053028535553215,0.4919206247991587
3.0,9,0.8772534459583716,0.022746554052551403
3.0,10,0.9289851655733635,0.1710148344266365
3.0,11,0.9289851655733635,0.1710148344266365
3.0,12,0.9268951168250674,0.17310488339720842
3.0,13,0.8125683949636535,0.28743160454973077
3.0,14,0.6567927445018398,0.33668494691683115
3.0,15,0.6974629924833604,0.20253700747672354
3.0,16,0.0,0.9000000000017682
3.0,17,0.0,0.9000000000017682
3.0,18,0.0,0.9000000000017682
3.0,19,0.0,0.9000000000017682
3.0,20,0.0,0.9000000000017682
3.0,21,0.0,0.9000000000017682
3.0,22,0.0,0.9000000000017682
3.0,23,0.0,0.9000000000017682
3.25,0,0.0,0.9000000000017682
3.25,1,0.0,0.9000000000017682
3.25,2,0.0,0.9000000000017682
3.25,3,0.0,0.9000000000017682
3.25,4,0.0,0.9000000000017682
3.25,5,0.0,0.9000000000017682
3.25,6,0.0,0.9000000000017682
3.25,7,0.1953951035758065,0.8989448532745474
3.25,8,0.6053028540178621,0.4919206243912342
3.25,9,0.8492447729467267,0.20060156950705932
3.25,10,0.9585630104614017,0.14143698953582567
3.25,11,0.9585630104614017,0.14143698953582567
3.25,12,0.9320001380925634,0.16799986180249213
3.25,13,0.8137490687389912,0.28625093169181576
3.25,14,0.6873514954438885,0.3023248615972973
3.25,15,0.6527351545281662,0.24726484548334587
3.25,16,4.573774692318011e-11,0.8999999999998229
3.25,17,4.573774692318011e-11,0.8999999999998229
3.25,18,4.573774692318011e-11,0.8999999999998229
3.25,19,4.573774692318011e-11,0.8999999999998229
3.25,20,4.573774692318011e-11,0.8999999999998229
3.25,21,4.573774692318011e-11,0.8999999999998229
3.25,22,4.573774692318011e-11,0.8999999999998229
3.25,23,4.573774692318011e-11,0.8999999999998229
3.5,0,4.573774692318011e-11,0.8999999999998229
3.5,1,4.573774692318011e-11,0.8999999999998229
3.5,2,4.573774692318011e-11,0.8999999999998229
3.5,3,4.573774692318011e-11,0.8999999999998229
3.5,4,4.573774692318011e-11,0.8999999999998229
3.5,5,4.573774692318011e-11,0.8999999999998229
3.5,6,4.573774692318011e-11,0.8999999999998229
3.5,7,0.19539510400924873,0.8989448528988044
3.5,8,0.6053028538334938,0.4919206234530233
3.5,9,0.8694843257159857,0.22959755330085607
3.5,10,0.9736079096683322,0.12639209033166746
3.5,11,0.9999999999477761,0.09999999996943112
3.5,12,0.9999999999477761,0.09999999996943112
3.5,13,0.809680960227703,0.29031903912001117
3.5,14,0.6879719196926211,0.30095387735132106
3.5,15,0.6872078537454541,0.21279214630531584
3.5,16,0.0,0.9000000000018488
3.5,17,0.0,0.9000000000018488
3.5,18,0.0,0.9000000000018488
3.5,19,0.0,0.9000000000018488
3.5,20,0.0,0.9000000000018488
3.5,21,0.0,0.9000000000018488
3.5,22,0.0,0.9000000000018488
3.5,23,0.0,0.9000000000018488
3.75,0,0.0,0.9000000000018488
3.75,1,0.0,0.9000000000018488
3.75,2,0.0,0.9000000000018488
3.75,3,0.0,0.9000000000018488
3.75,4,0.0,0.9000000000018488
3.75,5,0.0,0.9000000000018488
3.75,6,0.0,0.9000000000018488
3.75,7,0.195395103575915,0.898944853274569
3.75,8,0.60530285386981,0.49192062454327834
3.75,9,0.8694844533026561,0.22959742697182306
3.75,10,0.9898304491088816,0.11016955088923215
3.75,11,0.9999999987594088,0.09999999934751021
3.75,12,0.9999999987594088,0.09999999934751021
3.75,13,0.794337739753274,0.3056622609346117
3.75,14,0.8147406345750042,0.2464343889974266
3.75,15,0.8116694283302265,0.0883305716700719
3.75,16,0.0,0.9000000000031877
3.75,17,0.0,0.9000000000031877
3.75,18,0.0,0.9000000000031877
3.75,19,0.0,0.9000000000031877
3.75,20,0.0,0.9000000000031877
3.75,21,0.0,0.9000000000031877
3.75,22,0.0,0.9000000000031877
3.75,23,0.0,0.9000000000031877
4.0,0,0.0,0.9000000000031877
4.0,1,0.0,0.9000000000031877
4.0,2,0.0,0.9000000000031877
4.0,3,0.0,0.9000000000031877
4.0,4,0.0,0.9000000000031877
4.0,5,0.0,0.9000000000031877
4.0,6,0.0,0.9000000000031877
4.0,7,0.19539510346599628,0.8989448532890429
4.0,8,0.605302854173281,0.49192062250997387
4.0,9,0.8694842925463058,0.2295975860509023
4.0,10,0.9999999994238942,0.09999999994169095
4.0,11,0.9999999994238942,0.09999999994169095
4.0,12,0.9999999994238942,0.09999999994169095
4.0,13,0.8065255205492151,0.29347448006607585
4.0,14,0.8560258796779574,0.21963340118680544
4.0,15,0.8188697874341232,0.08113021256973292
4.0,16,0.0,0.900000000000186
4.0,17,0.0,0.900000000000186
4.0,18,0.0,0.900000000000186
4.0,19,0.0,0.900000000000186
4.0,20,0.0,0.900000000000186
4.0,21,0.0,0.900000000000186
4.0,22,0.0,0.900000000000186
4.0,23,0.0,0.900000000000186
4.25,0,0.0,0.900000000000186
4.25,1,0.0,0.900000000000186
4.25,2,0.0,0.900000000000186
4.25,3,0.0,0.900000000000186
4.25,4,0.0,0.900000000000186
4.25,5,0.0,0.900000000000186
4.25,6,0.0,0.900000000000186
4.25,7,0.19539510334699792,0.8989448533027663
4.25,8,0.6053028535256304,0.4919206243550104
4.25,9,0.8694845837402798,0.2295972960567251
4.25,10,1.0,0.0
4.25,11,1.0,0.1000000007325923
4.25,12,0.9999999999920709,0.022275591270947418
4.25,13,0.7776794786308812,0.3223205206755835
4.25,14,0.7516191329176811,0.25888763689666244
4.25,15,0.8384982568785311,0.061501743121214654
4.25,16,5.1408433066058024e-11,0.8999999999961401
4.25,17,5.1408433066058024e-11,0.8999999999961401
4.25,18,5.1408433066058024e-11,0.8999999999961401
4.25,19,5.1408433066058024e-11,0.8999999999961401
4.25,20,5.1408433066058024e-11,0.8999999999961401
4.25,21,5.1408433066058024e-11,0.8999999999961401
4.25,22,5.1408433066058024e-11,0.8999999999961401
4.25,23,5.1408433066058024e-11,0.8999999999961401
4.5,0,5.1408433066058024e-11,0.8999999999961401
4.5,1,5.1408433066058024e-11,0.8999999999961401
4.5,2,5.1408433066058024e-11,0.8999999999961401
4.5,3,5.1408433066058024e-11,0.8999999999961401
4.5,4,5.1408433066058024e-11,0.8999999999961401
4.5,5,5.1408433066058024e-11,0.8999999999961401
4.5,6,5.1408433066058024e-11,0.8999999999961401
4.5,7,0.1953951042849944,0.8989448527076862
4.5,8,0.6053028538201791,0.4919206217717552
4.5,9,0.8694844170239947,0.22959746208723403
4.5,10,1.0,0.09999999999084108
4.5,11,1.0,0.09999999999084108
4.5,12,0.9999999999187151,0.016098440262020928
4.5,13,0.7955763347810385,0.3044236648754137
4.5,14,0.8419940949426614,0.2442510305063441
4.5,15,0.8620391322315564,0.037960867768995966
4.5,16,0.0,0.9000000000005252
4.5,17,0.0,0.9000000000005252
4.5,18,0.0,0.9000000000005252
4.5,19,0.0,0.9000000000005252
4.5,20,0.0,0.9000000000005252
4.5,21,0.0,0.9000000000005252
4.5,22,0.0,0.9000000000005252
4.5,23,0.0,0.9000000000005252
4.75,0,0.0,0.9000000000005252
4.75,1,0.0,0.9000000000005252
4.75,2,0.0,0.9000000000005252
4.75,3,0.0,0.9000000000005252
4.75,4,0.0,0.9000000000005252
4.75,5,0.0,0.9000000000005252
4.75,6,0.0,0.9000000000005252
4.75,7,0.19539510357791462,0.8989448532737375
4.75,8,0.6053028535797421,0.49192062482185933
4.75,9,0.8694842220086476,0.22959765665732607
4.75,10,0.9999999916074918,0.09999999999558135
4.75,11,0.9999999999745588,0.09999999999909853
4.75,12,0.9999999999801155,0.016416860851493353
4.75,13,0.8182578989104795,0.28174210637017755
4.75,14,0.7161957064103739,0.3108288646925127
4.75,15,0.8550608269801729,0.044939173021182034
4.75,16,3.781419621873283e-13,0.9000000000003369
4.75,17,3.781419621873283e-13,0.9000000000003369
4.75,18,3.781419621873283e-13,0.9000000000003369
4.75,19,3.781419621873283e-13,0.9000000000003369
4.75,20,3.781419621873283e-13,0.9000000000003369
4.75,21,3.781419621873283e-13,0.9000000000003369
4.75,22,3.781419621873283e-13,0.9000000000003369
4.75,23,3.781419621873283e-13,0.9000000000003369
5.0,0,3.781419621873283e-13,0.9000000000003369
5.0,1,3.781419621873283e-13,0.9000000000003369
5.0,2,3.781419621873283e-13,0.9000000000003369
5.0,3,3.781419621873283e-13,0.9000000000003369
5.0,4,3.781419621873283e-13,0.9000000000003369
5.0,5,3.781419621873283e-13,0.9000000000003369
5.0,6,3.781419621873283e-13,0.9000000000003369
5.0,7,0.1953951038738355,0.8989448528948772
5.0,8,0.6053028538312608,0.49192062327653624
5.0,9,0.8694842778476484,0.22959760078059388
5.0,10,0.9999999988654351,0.09999999997136955
5.0,11,0.9999999988654351,0.09999999997136955
5.0,12,0.9999999997949671,0.014870537438941825
5.0,13,0.8261857734979031,0.2738142247945138
5.0,14,0.7161957495912642,0.3608858655766193
5.0,15,0.8534159992016856,0.04658400079898447
5.0,16,8.667511153248597e-12,0.8999999999974141
5.0,17,8.667511153248597e-12,0.8999999999974141
5.0,18,8.667511153248597e-12,0.8999999999974141
5.0,19,8.667511153248597e-12,0.8999999999974141
5.0,20,8.667511153248597e-12,0.8999999999974141
5.0,21,8.667511153248597e-12,0.8999999999974141
5.0,22,8.667511153248597e-12,0.8999999999974141
5.0,23,8.667511153248597e-12,0.8999999999974141
5.25,0,8.667511153248597e-12,0.8999999999974141
5.25,1,8.667511153248597e-12,0.8999999999974141
5.25,2,8.667511153248597e-12,0.8999999999974141
5.25,3,8.667511153248597e-12,0.8999999999974141
5.25,4,8.667511153248597e-12,0.8999999999974141
5.25,5,8.667511153248597e-12,0.8999999999974141
5.25,6,8.667511153248597e-12,0.8999999999974141
5.25,7,0.19539510468655236,0.898944852437318
5.25,8,0.6053028537130333,0.49192062482305793
5.25,9,0.8694844133225257,0.22959746578586268
5.25,10,1.0,0.09999999996091219
5.25,11,1.0,0.09999999996091219
5.25,12,0.9999999999921554,0.0723921844846619
5.25,13,0.837378070711909,0.2626219282210038
5.25,14,0.6640589233284787,0.3807629692285267
5.25,15,0.8354051789654229,0.0645948210337571
5.25,16,0.0,0.9000000000031216
5.25,17,0.0,0.9000000000031216
5.25,18,0.0,0.9000000000031216
5.25,19,0.0,0.9000000000031216
5.25,20,0.0,0.9000000000031216
5.25,21,0.0,0.9000000000031216
5.25,22,0.0,0.9000000000031216
5.25,23,0.0,0.9000000000031216
5.5,0,0.0,0.9000000000031216
5.5,1,0.0,0.9000000000031216
5.5,2,0.0,0.9000000000031216
5.5,3,0.0,0.9000000000031216
5.5,4,0.0,0.9000000000031216
5.5,5,0.0,0.9000000000031216
5.5,6,0.0,0.9000000000031216
5.5,7,0.1953951036880487,0.8989448532609572
5.5,8,0.6053028536640994,0.491920624765082
5.5,9,0.8694842196948502,0.22959765791426442
5.5,10,0.9999999978519827,0.10000000002142376
5.5,11,0.9999999978519827,0.10000000002142376
5.5,12,0.9999999998439532,0.0777426791024608
5.5,13,0.8365483646739857,0.2634516318767171
5.5,14,0.7161959816783138,0.3673298741725717
5.5,15,0.690057567479723,0.20994243252164263
5.5,16,0.0,0.9000000000005488
5.5,17,0.0,0.9000000000005488
5.5,18,0.0,0.9000000000005488
5.5,19,0.0,0.9000000000005488
5.5,20,0.0,0.9000000000005488
5.5,21,0.0,0.9000000000005488
5.5,22,0.0,0.9000000000005488
5.5,23,0.0,0.9000000000005488
5.75,0,0.0,0.9000000000005488
5.75,1,0.0,0.9000000000005488
5.75,2,0.0,0.9000000000005488
5.75,3,0.0,0.9000000000005488
5.75,4,0.0,0.9000000000005488
5.75,5,0.0,0.9000000000005488
5.75,6,0.0,0.9000000000005488
5.75,7,0.19539510357791462,0.8989448532737478
5.75,8,0.6053028534310412,0.4919206249695244
5.75,9,0.86948455062549,0.22959733033302906
5.75,10,0.9999999970683611,0.10000000001078693
5.75,11,0.9999999970683611,0.10000000001078693
5.75,12,0.9999999970683611,0.10000000001078693
5.75,13,0.8825532301081014,0.21744676974985144
5.75,14,0.7161964780668197,0.367348238834967
5.75,15,0.690052778569477,0.20994722142899244
5.75,16,0.0,0.8999999999965529
5.75,17,0.0,0.8999999999965529
5.75,18,0.0,0.8999999999965529
5.75,19,0.0,0.8999999999965529
5.75,20,0.0,0.8999999999965529
5.75,21,0.0,0.8999999999965529
5.75,22,0.0,0.8999999999965529
5.75,23,0.0,0.8999999999965529
6.0,0,0.0,0.8999999999965529
6.0,1,0.0,0.8999999999965529
6.0,2,0.0,0.8999999999965529
6.0,3,0.0,0.8999999999965529
6.0,4,0.0,0.8999999999965529
6.0,5,0.0,0.8999999999965529
6.0,6,0.0,0.8999999999965529
6.0,7,0.195395103463783,0.8989448532864215
6.0,8,0.6053028533379236,0.4919206226977431
6.0,9,0.8694843597462337,0.22959751911504206
6.0,10,0.9999999998999939,0.10000000000169473
6.0,11,0.9999999998999939,0.10000000000169473
6.0,12,0.9999999998999939,0.10000000000169473
6.0,13,0.9454126575916527,0.1545873434938889
6.0,14,0.7161967128467885,0.38380328715322687
6.0,15,0.41793278245790666,0.4820672175420252
6.0,16,0.0,0.9000000000000837
6.0,17,0.0,0.9000000000000837
6.0,18,0.0,0.9000000000000837
6.0,19,0.0,0.9000000000000837
6.0,20,0.0,0.9000000000000837
6.0,21,0.0,0.9000000000000837
6.0,22,0.0,0.9000000000000837
6.0,23,0.0,0.9000000000000837
